数据刷新率： 1 Hz
  序号     角速率
     1,    -5.03980
     2,    26.15095
     3,    9.66169
     4,    4.78905
     5,    14.54516
     6,    12.06396
     7,    11.78379
     8,    13.48488
     9,    12.65214
    10,    12.10729
    11,    11.65997
    12,    11.55162
    13,    11.03928
    14,    11.25907
    15,    19.02619
    16,    2.45334
    17,    17.87923
    18,    15.45994
    19,    7.54732
    20,    6.56289
    21,    3.97643
    22,    12.51128
    23,    12.09027
    24,    12.32864
    25,    17.39785
    26,    12.25589
    27,    12.92301
    28,    11.89369
    29,    13.05768
    30,    11.93858
    31,    11.87047
    32,    12.04693
    33,    11.73891
    34,    11.37671
    35,    12.49581
    36,    11.98347
    37,    12.00978
    38,    9.59358
    39,    13.99877
    40,    20.35425
    41,    12.40448
    42,    12.35650
    43,    11.59960
    44,    11.82404
    45,    11.97728
    46,    2.75827
    47,    11.63520
    48,    11.68318
    49,    12.52212
    50,    11.65377
    51,    12.06860
    52,    12.31471
    53,    11.54542
    54,    12.26518
    55,    12.09336
    56,    11.93548
    57,    11.95406
    58,    11.86583
    59,    11.82249
    60,    12.10575
    61,    12.03764
    62,    12.14135
    63,    11.83797
    64,    12.13980
    65,    12.14599
    66,    11.89060
    67,    11.82094
    68,    11.97418
    69,    11.96025
    70,    11.65223
    71,    12.27446
    72,    12.58713
    73,    11.19097
    74,    12.23267
    75,    11.68628
    76,    12.35650
    77,    11.87512
    78,    11.84106
    79,    12.03764
    80,    12.16766
    81,    12.28839
    82,    11.84106
    83,    12.13361
    84,    11.71878
    85,    11.95406
    86,    11.84726
    87,    12.07479
    88,    11.84416
    89,    11.91381
    90,    11.98811
    91,    12.07169
    92,    11.94322
    93,    12.09027
    94,    12.09336
    95,    11.87512
    96,    12.15218
    97,    11.85190
    98,    12.23267
    99,    12.25125
   100,    12.22029
   101,    12.11813
   102,    12.17695
   103,    17.48608
   104,    12.40293
   105,    11.78999
   106,    12.64750
   107,    12.14135
   108,    12.31006
   109,    12.59177
   110,    12.56236
   111,    10.84889
   112,    12.44163
   113,    12.42925
   114,    14.70769
   115,    11.78379
   116,    9.74527
   117,    11.74665
   118,    11.89214
   119,    12.02216
   120,    13.39820
   121,    11.65997
   122,    11.40147
   123,    13.75266
   124,    7.42659
   125,    16.19208
   126,    10.79781
   127,    11.97418
   128,    14.46313
   129,    10.57028
   130,    11.67390
   131,    13.23413
   132,    10.05949
   133,    13.24651
   134,    12.68774
   135,    12.67226
   136,    11.31015
   137,    12.42615
   138,    11.67080
   139,    12.04229
   140,    12.31935
   141,    11.85654
   142,    12.78990
   143,    11.69247
   144,    11.61353
   145,    12.87967
   146,    11.72343
   147,    11.83487
   148,    10.49598
   149,    14.32691
   150,    12.09336
   151,    13.58240
   152,    10.64612
   153,    12.76513
   154,    11.62437
   155,    11.33337
   156,    12.47568
   157,    11.16156
   158,    12.28530
   159,    11.91381
   160,    13.73873
   161,    6.87865
   162,    15.29587
   163,    13.02362
   164,    9.96662
   165,    13.92602
   166,    12.09956
   167,    9.97900
   168,    14.02508
   169,    10.69101
   170,    15.62556
   171,    -0.02167
   172,    11.96025
   173,    12.01133
   174,    16.67810
   175,    7.68044
   176,    14.37335
   177,    9.57346
   178,    12.09646
   179,    11.47732
   180,    15.78809

********************
输出角速率均值：11.9549
  1s零偏稳定性：2.8636
 10s零偏稳定性：0.4759
